date_日期,price_价格,title_名称,lowerPrice_最低价格,lowerDate_最低价格日期,itemurl_商品链接
2023-11-10,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-11,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-11,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-12,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-12,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-13,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-13,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-14,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-14,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-15,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-15,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-16,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-16,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-17,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-17,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-18,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-18,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-19,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-19,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-20,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-20,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-21,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-21,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-22,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-22,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-23,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-23,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-24,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-24,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-25,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-25,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-26,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-26,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-27,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-27,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-28,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-28,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-29,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-29,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-30,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-11-30,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-01,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-01,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-02,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-02,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-03,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-03,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-04,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-04,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-05,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-05,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-06,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-06,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-07,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-07,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-08,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-08,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-09,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-09,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-10,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-10,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-11,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-11,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-12,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-12,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-13,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-13,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-14,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-14,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-15,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-15,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-16,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-16,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-17,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-17,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-18,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-18,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-19,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-19,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-20,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-20,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-21,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-21,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-22,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-22,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-23,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-23,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-24,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-24,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-25,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-25,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-26,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-26,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-27,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-27,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-28,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-28,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-29,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-29,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-30,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-29,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-30,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2023-12-31,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-01,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-01,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-02,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-02,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-03,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-03,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-04,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-04,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-05,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-05,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-06,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-06,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-07,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-07,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-08,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-08,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-09,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
2024-01-09,14499.0,Apple/苹果AI笔记本/2023MacBookPro14英寸M3(8+10核)16G512G深空灰色笔记本电脑Z1C80004E【定制】,13669.0,2024-06-01,http://item.jd.com/100074524434.html
